ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1597	"ENSG00000100650.11"	"SRSF5"	chr14	+	70235898	70237257	70235898	70235968	70237183	70237257	1597	615,380	454,439	531,408	456,392	197	99	0.926046378672	1.0	0.405,0.303	0.369,0.343	-0.002
1598	"ENSG00000100650.11"	"SRSF5"	chr14	+	70235898	70237257	70235898	70235968	70236227	70237257	1598	270,203	5,6	248,183	6,3	197	99	0.874320009885	1.0	0.964,0.944	0.954,0.968	-0.007
159	"ENSG00000170638.5"	"TRABD"	chr22	+	50636251	50636615	50636251	50636316	50636503	50636615	159	111,198	2,0	94,70	1,0	197	99	0.914963682213	1.0	0.965,1.0	0.979,1.0	-0.007
15	"ENSG00000197323.6"	"TRIM33"	chr1	-	114940229	114940612	114940229	114940482	114940561	114940612	15	18,10	54,50	14,7	59,40	177	99	0.511679103683	1.0	0.157,0.101	0.117,0.089	0.026
1600	"ENSG00000100650.11"	"SRSF5"	chr14	+	70235514	70237257	70235514	70235613	70237183	70237257	1600	479,301	0,10	379,306	2,2	197	99	0.271161592256	1.0	1.0,0.938	0.99,0.987	-0.019
1601	"ENSG00000198336.5"	"MYL4"	chr17	+	45300379	45300843	45300379	45300423	45300651	45300843	1601	49,57	3,2	57,31	2,1	197	99	0.862259557549	1.0	0.891,0.935	0.935,0.94	-0.024
1604	"ENSG00000154305.12"	"MIA3"	chr1	+	222835594	222835850	222835594	222835674	222835799	222835850	1604	12,6	0,0	13,10	1,0	197	99	1	1.0	1.0,1.0	0.867,1.0	0.067
1608	"ENSG00000140543.9"	"DET1"	chr15	-	89073853	89074946	89073853	89074704	89074843	89074946	1608	29,16	11,3	28,19	7,5	197	99	0.688191830073	1.0	0.57,0.728	0.668,0.656	-0.013
160	"ENSG00000170638.5"	"TRABD"	chr22	+	50636251	50636615	50636251	50636424	50636503	50636615	160	35,64	40,25	48,30	26,17	177	99	0.618940308433	1.0	0.329,0.589	0.508,0.497	-0.043
1611	"ENSG00000105643.5"	"ARRDC2"	chr19	+	18118976	18119586	18118976	18119393	18119519	18119586	1611	0,6	3,2	4,2	3,1	197	99	0.771961817356	1.0	0.0,0.601	0.401,0.501	-0.151
1615	"ENSG00000110492.11"	"MDK"	chr11	+	46403302	46403683	46403302	46403531	46403606	46403683	1615	33,25	2,0	16,11	1,0	173	99	0.663964587851	1.0	0.904,1.0	0.902,1.0	0.001
1616	"ENSG00000110492.11"	"MDK"	chr11	+	46403302	46403683	46403302	46403435	46403606	46403683	1616	25,17	4,9	21,15	7,4	197	99	0.882871856262	1.0	0.759,0.487	0.601,0.653	-0.004
1617	"ENSG00000149428.14"	"HYOU1"	chr11	-	118926204	118926555	118926204	118926283	118926461	118926555	1617	27,44	410,403	34,24	382,298	197	99	0.942137995417	1.0	0.032,0.052	0.043,0.039	0.001
1618	"ENSG00000124092.8"	"CTCFL"	chr20	-	56100083	56100708	56100083	56100183	56100529	56100708	1618	27,8	2,1	18,10	2,1	197	99	0.817189653794	1.0	0.872,0.801	0.819,0.834	0.01
1619	"ENSG00000124092.8"	"CTCFL"	chr20	-	56089647	56090890	56089647	56089797	56090769	56090890	1619	11,20	636,505	10,6	472,320	197	99	0.454423647138	1.0	0.009,0.02	0.011,0.009	0.005
161	"ENSG00000130159.9"	"ECSIT"	chr19	-	11618516	11618863	11618516	11618665	11618805	11618863	161	8,3	75,86	8,3	66,49	197	99	0.434026485655	1.0	0.051,0.017	0.057,0.03	-0.009
1621	"ENSG00000156675.11"	"RAB11FIP1"	chr8	-	37727937	37730796	37727937	37728046	37728795	37730796	1621	6,2	36,24	7,4	32,20	197	99	0.390395231132	1.0	0.077,0.04	0.099,0.091	-0.037
1622	"ENSG00000116353.11"	"MECR"	chr1	-	29522452	29522770	29522452	29522525	29522709	29522770	1622	5,12	26,35	7,5	25,19	197	99	0.892737666811	1.0	0.088,0.147	0.123,0.117	-0.003
1623	"ENSG00000116353.11"	"MECR"	chr1	-	29522452	29522770	29522452	29522554	29522709	29522770	1623	3,9	0,0	7,5	1,1	197	99	1	1.0	1.0,1.0	0.779,0.715	0.253
1626	"ENSG00000174106.2"	"LEMD3"	chr12	+	65639448	65639719	65639448	65639554	65639640	65639719	1626	8,13	27,24	10,6	33,25	184	99	0.34477034253	1.0	0.138,0.226	0.14,0.114	0.055
1627	"ENSG00000071889.12"	"FAM3A"	chrX	-	153744083	153744482	153744083	153744136	153744328	153744482	1627	32,27	0,0	24,19	1,0	197	99	1	1.0	1.0,1.0	0.923,1.0	0.038
1629	"ENSG00000198056.9"	"PRIM1"	chr12	-	57140564	57140816	57140564	57140638	57140709	57140816	1629	9,12	106,98	5,6	125,98	169	99	0.0751620036383	1.0	0.047,0.067	0.023,0.035	0.028
162	"ENSG00000130159.9"	"ECSIT"	chr19	-	11618516	11618863	11618516	11618544	11618805	11618863	162	141,155	0,0	143,110	2,1	197	99	0.165377075924	1.0	1.0,1.0	0.973,0.982	0.022
1630	"ENSG00000198056.9"	"PRIM1"	chr12	-	57140564	57140816	57140564	57140630	57140709	57140816	1630	23,121	0,1	107,82	1,1	177	99	0.752445566275	1.0	1.0,0.985	0.984,0.979	0.011
1638	"ENSG00000143222.7"	"UFC1"	chr1	+	161123541	161123910	161123541	161123639	161123715	161123910	1638	89,41	0,0	56,44	1,1	174	99	0.302524459722	1.0	1.0,1.0	0.97,0.962	0.034
1639	"ENSG00000196476.7"	"C20orf96"	chr20	-	270899	271070	270899	270948	271055	271070	1639	75,92	1,0	67,57	1,0	197	99	0.741821429879	1.0	0.974,1.0	0.971,1.0	0.001
1641	"ENSG00000107959.11"	"PITRM1"	chr10	-	3207429	3207675	3207429	3207526	3207604	3207675	1641	1,2	130,142	2,1	124,95	176	99	1	1.0	0.004,0.008	0.009,0.006	-0.001
1642	"ENSG00000107959.11"	"PITRM1"	chr10	-	3199121	3199723	3199121	3199256	3199626	3199723	1642	7,5	74,95	4,3	93,67	197	99	0.39884662414	1.0	0.045,0.026	0.021,0.022	0.014
1643	"ENSG00000107959.11"	"PITRM1"	chr10	-	3199121	3199723	3199121	3199346	3199626	3199723	1643	0,7	0,1	1,1	0,0	197	99	1	1.0	NA,0.779	1.0,1.0	-0.221
1644	"ENSG00000099330.4"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337802	17338008	1644	65,51	28,25	67,43	20,13	197	99	0.134930843955	1.0	0.538,0.506	0.627,0.624	-0.103
1645	"ENSG00000099330.4"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337783	17338008	1645	74,70	2,3	68,45	2,1	197	99	0.874935723955	1.0	0.949,0.921	0.945,0.958	-0.016
1647	"ENSG00000099330.4"	"OCEL1"	chr19	+	17339611	17340024	17339611	17339635	17339754	17340024	1647	73,92	1,2	63,39	2,1	197	99	0.479670014001	1.0	0.973,0.959	0.941,0.951	0.02
164	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91456502	91456868	91456502	91456604	91456707	91456868	164	431,373	9,1	390,236	6,4	197	99	0.555446953432	1.0	0.96,0.995	0.97,0.967	0.009
1650	"ENSG00000111653.15"	"ING4"	chr12	-	6761436	6761936	6761436	6761584	6761827	6761936	1650	6,7	101,34	5,4	59,43	197	99	0.868736725674	1.0	0.029,0.094	0.041,0.045	0.019
1652	"ENSG00000111653.15"	"ING4"	chr12	-	6761827	6762216	6761827	6761933	6762101	6762216	1652	35,19	32,24	23,15	24,16	197	99	0.92085924687	1.0	0.355,0.285	0.325,0.32	-0.003
1653	"ENSG00000111653.15"	"ING4"	chr12	-	6761827	6762216	6761827	6761933	6762110	6762216	1653	65,45	24,7	46,31	12,7	197	99	0.840201103751	1.0	0.576,0.764	0.658,0.69	-0.004
1654	"ENSG00000111653.15"	"ING4"	chr12	-	6761827	6762216	6761827	6761936	6762110	6762216	1654	59,45	6,1	43,29	3,2	197	99	0.873046963921	1.0	0.832,0.958	0.878,0.879	0.016
1655	"ENSG00000111653.15"	"ING4"	chr12	-	6761436	6761936	6761436	6761475	6761827	6761936	1655	8,13	0,5	11,8	1,1	197	99	0.883698448862	1.0	1.0,0.566	0.847,0.801	-0.041
1656	"ENSG00000111653.15"	"ING4"	chr12	-	6761827	6762216	6761827	6761936	6762101	6762216	1656	4,2	26,16	4,3	15,10	197	99	0.259759508991	1.0	0.072,0.059	0.118,0.131	-0.059
1659	"ENSG00000006744.14"	"ELAC2"	chr17	-	12899256	12900002	12899256	12899295	12899863	12900002	1659	3,9	64,79	5,3	61,51	197	99	0.823872715399	1.0	0.023,0.054	0.04,0.029	0.004
165	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91455272	91455894	91455272	91455509	91455771	91455894	165	110,75	91,51	81,46	70,37	197	99	0.64075216608	1.0	0.378,0.425	0.368,0.385	0.025
1660	"ENSG00000006744.14"	"ELAC2"	chr17	-	12905590	12905896	12905590	12905676	12905757	12905896	1660	4,3	74,84	5,4	72,60	179	99	0.427117369716	1.0	0.029,0.019	0.037,0.036	-0.012
1661	"ENSG00000006744.14"	"ELAC2"	chr17	-	12898080	12898379	12898080	12898201	12898279	12898379	1661	11,6	63,68	9,7	54,43	176	99	0.509095567856	1.0	0.089,0.047	0.086,0.084	-0.017
1662	"ENSG00000107404.13"	"DVL1"	chr1	-	1275626	1275874	1275626	1275696	1275789	1275874	1662	0,2	107,176	0,0	35,45	191	99	1	1.0	0.0,0.006	0.0,0.0	0.003
1666	"ENSG00000239857.2"	"GET4"	chr7	+	933376	933608	933376	933452	933535	933608	1666	19,17	152,123	15,8	120,86	181	99	0.662201136123	1.0	0.064,0.07	0.064,0.048	0.011
1667	"ENSG00000127328.17"	"RAB3IP"	chr12	+	70206557	70206813	70206557	70206657	70206743	70206813	1667	2,2	20,14	4,4	17,13	184	99	0.27993601006	1.0	0.051,0.071	0.112,0.142	-0.066
1668	"ENSG00000249915.3"	"PDCD6"	chr5	+	304291	306869	304291	304336	306716	306869	1668	33,13	230,244	17,13	205,174	197	99	0.489556449285	1.0	0.067,0.026	0.04,0.036	0.009
1669	"ENSG00000135476.7"	"ESPL1"	chr12	+	53682321	53683087	53682321	53682483	53682873	53683087	1669	4,6	68,57	7,4	56,39	197	99	0.424210204953	1.0	0.029,0.05	0.059,0.049	-0.014
166	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91455272	91455894	91455272	91455509	91455746	91455894	166	64,53	42,27	51,27	24,15	197	99	0.55796919758	1.0	0.434,0.497	0.516,0.475	-0.03
1670	"ENSG00000136231.9"	"IGF2BP3"	chr7	-	23385558	23385780	23385558	23385681	23385777	23385780	1670	5,2	0,1	5,4	1,0	194	99	0.881958248903	1.0	1.0,0.505	0.718,1.0	-0.107
167	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91461423	91461985	91461423	91461618	91461745	91461985	167	98,52	1,0	44,21	1,0	197	99	1	1.0	0.98,1.0	0.957,1.0	0.012
1682	"ENSG00000173442.7"	"EHBP1L1"	chr11	+	65348528	65348722	65348528	65348597	65348681	65348722	1682	11,2	78,55	6,4	48,35	182	99	0.550209716985	1.0	0.071,0.019	0.064,0.059	-0.017
1683	"ENSG00000123154.7"	"WDR83"	chr19	+	12780568	12780894	12780568	12780707	12780790	12780894	1683	8,1	3,9	4,2	8,5	181	99	0.768177358822	1.0	0.593,0.057	0.215,0.18	0.128
1687	"ENSG00000187531.9"	"SIRT7"	chr17	-	79872169	79873388	79872169	79872578	79873315	79873388	1687	20,11	29,23	14,11	26,18	197	99	0.926482418962	1.0	0.257,0.194	0.213,0.235	0.002
1688	"ENSG00000187531.9"	"SIRT7"	chr17	-	79872169	79872578	79872169	79872406	79872479	79872578	1688	14,8	38,45	7,6	33,24	171	99	0.829037479419	1.0	0.176,0.093	0.109,0.126	0.017
1689	"ENSG00000187531.9"	"SIRT7"	chr17	-	79869814	79871756	79869814	79870490	79871649	79871756	1689	18,15	30,19	10,7	27,18	197	99	0.149893911535	1.0	0.232,0.284	0.157,0.163	0.098
168	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91446460	91446964	91446460	91446662	91446755	91446964	168	9,3	2,0	5,3	2,1	191	99	0.563948734124	1.0	0.7,1.0	0.564,0.609	0.263
1690	"ENSG00000187531.9"	"SIRT7"	chr17	-	79871649	79872043	79871649	79871756	79871962	79872043	1690	8,8	45,35	9,7	33,23	197	99	0.364093861886	1.0	0.082,0.103	0.121,0.133	-0.035
1691	"ENSG00000142046.10"	"TMEM91"	chr19	+	41888676	41889988	41888676	41888826	41889767	41889988	1691	14,10	2,8	9,6	1,1	197	99	0.432606364189	1.0	0.779,0.386	0.819,0.751	-0.202
1692	"ENSG00000142046.10"	"TMEM91"	chr19	+	41888676	41889988	41888676	41888826	41889778	41889988	1692	2,26	0,1	7,8	0,0	197	99	1	1.0	1.0,0.929	1.0,1.0	-0.035
1695	"ENSG00000142046.10"	"TMEM91"	chr19	+	41888676	41889988	41888676	41888826	41889790	41889988	1695	14,17	0,0	10,8	1,0	197	99	1	1.0	1.0,1.0	0.834,1.0	0.083
1699	"ENSG00000149636.11"	"DSN1"	chr20	-	35399275	35399876	35399275	35399596	35399827	35399876	1699	12,12	34,27	14,9	33,23	197	99	0.906923103666	1.0	0.151,0.183	0.176,0.164	-0.003
169	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91461423	91461985	91461423	91461618	91461874	91461985	169	66,36	285,231	39,15	242,146	197	99	0.103105585033	1.0	0.104,0.073	0.075,0.049	0.026
1700	"ENSG00000132341.7"	"RAN"	chr12	+	131357128	131357465	131357128	131357174	131357380	131357465	1700	37,30	732,897	24,21	795,748	197	99	0.129280533055	1.0	0.025,0.017	0.015,0.014	0.007
1701	"ENSG00000132341.7"	"RAN"	chr12	+	131357128	131357465	131357128	131357162	131357380	131357465	1701	612,856	0,0	538,543	1,0	197	99	1	1.0	1.0,1.0	0.996,1.0	0.002
1708	"ENSG00000107331.12"	"ABCA2"	chr9	-	139905424	139905761	139905424	139905557	139905637	139905761	1708	1,2	25,30	4,2	24,12	178	99	0.148956407216	1.0	0.022,0.036	0.085,0.085	-0.056
1709	"ENSG00000107331.12"	"ABCA2"	chr9	-	139905858	139906201	139905858	139906006	139906085	139906201	1709	3,5	75,60	2,2	67,40	177	99	0.643479690672	1.0	0.022,0.045	0.016,0.027	0.012
170	"ENSG00000135829.12"	"DHX9"	chr1	+	182852273	182852503	182852273	182852351	182852454	182852503	170	1071,1047	17,8	943,869	11,8	197	99	0.762308441121	1.0	0.969,0.985	0.977,0.982	-0.003
1711	"ENSG00000107331.12"	"ABCA2"	chr9	-	139917392	139918292	139917392	139917504	139918289	139918292	1711	6,2	5,6	4,2	8,5	197	99	0.650739216397	1.0	0.376,0.143	0.201,0.167	0.076
1713	"ENSG00000107331.12"	"ABCA2"	chr9	-	139915843	139916453	139915843	139916062	139916342	139916453	1713	0,3	12,5	2,1	7,5	197	99	0.768742320931	1.0	0.0,0.232	0.126,0.091	0.008
1714	"ENSG00000107331.12"	"ABCA2"	chr9	-	139904644	139905189	139904644	139904823	139905071	139905189	1714	9,9	14,18	10,6	15,8	197	99	0.637447035085	1.0	0.244,0.201	0.251,0.274	-0.04
1715	"ENSG00000131504.11"	"DIAPH1"	chr5	-	140953058	140953775	140953058	140953510	140953546	140953775	1715	138,108	12,6	96,73	7,7	134	99	0.684417122244	1.0	0.895,0.93	0.91,0.885	0.015
1717	"ENSG00000099341.7"	"PSMD8"	chr19	+	38866799	38867094	38866799	38866872	38866991	38867094	1717	3,5	264,308	3,2	247,192	197	99	1	1.0	0.006,0.008	0.006,0.005	0.002
1718	"ENSG00000042429.6"	"MED17"	chr11	+	93526893	93527201	93526893	93527030	93527116	93527201	1718	15,23	87,80	13,9	86,66	184	99	0.162014154336	1.0	0.085,0.134	0.075,0.068	0.038
1724	"ENSG00000125450.6"	"NUP85"	chr17	+	73230731	73231296	73230731	73230883	73231194	73231296	1724	26,32	87,93	25,18	80,67	197	99	0.737599329425	1.0	0.131,0.147	0.136,0.119	0.012
1728	"ENSG00000116679.11"	"IVNS1ABP"	chr1	-	185274667	185275632	185274667	185274775	185275579	185275632	1728	53,64	0,1	28,34	0,0	197	99	1	1.0	1.0,0.97	1.0,1.0	-0.015
1729	"ENSG00000125648.10"	"SLC25A23"	chr19	-	6441484	6442170	6441484	6441523	6441989	6442170	1729	192,311	0,1	48,52	0,0	197	99	0.514510664512	1.0	1.0,0.994	1.0,1.0	-0.003
1730	"ENSG00000125648.10"	"SLC25A23"	chr19	-	6441484	6442170	6441484	6441615	6441989	6442170	1730	55,374	1,0	166,161	0,0	197	99	0.600610366956	1.0	0.965,1.0	1.0,1.0	-0.018
1732	"ENSG00000118961.10"	"C2orf43"	chr2	-	20885306	20886854	20885306	20885417	20886666	20886854	1732	33,193	0,2	119,118	0,0	197	99	0.354393464792	1.0	1.0,0.98	1.0,1.0	-0.01
1733	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271979	1274439	1271979	1272050	1274312	1274439	1733	150,109	0,2	105,101	0,0	197	99	0.617137428858	1.0	1.0,0.965	1.0,1.0	-0.018
1734	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271979	1272391	1271979	1272050	1272170	1272391	1734	259,209	1,0	173,156	1,0	197	99	0.83705302351	1.0	0.992,1.0	0.989,1.0	0.002
1735	"ENSG00000099622.9"	"CIRBP"	chr19	+	1270926	1271466	1270926	1271035	1271327	1271466	1735	19,25	8,7	32,20	6,3	197	99	0.190870742923	1.0	0.544,0.642	0.728,0.77	-0.156
1736	"ENSG00000099622.9"	"CIRBP"	chr19	+	1270926	1271466	1270926	1271035	1271138	1271466	1736	8,14	969,940	13,9	934,771	197	99	1	1.0	0.004,0.007	0.007,0.006	-0.001
1737	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271979	1274439	1271979	1272050	1274305	1274439	1737	137,176	46,51	128,94	47,31	197	99	0.549181911191	1.0	0.599,0.634	0.578,0.604	0.026
1738	"ENSG00000099622.9"	"CIRBP"	chr19	+	1274305	1274809	1274305	1274439	1274647	1274809	1738	50,52	19,27	30,21	15,9	197	99	0.90407596505	1.0	0.569,0.492	0.501,0.54	0.01
1739	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271138	1271466	1271138	1271245	1271327	1271466	1739	17,17	373,296	15,12	192,197	180	99	0.249229308087	1.0	0.024,0.031	0.041,0.032	-0.009
1741	"ENSG00000137074.14"	"APTX"	chr9	-	32987541	32988132	32987541	32987729	32988089	32988132	1741	127,160	1,1	126,114	2,1	197	99	0.577274007075	1.0	0.985,0.988	0.969,0.983	0.01
1742	"ENSG00000156876.8"	"SASS6"	chr1	-	100573183	100573560	100573183	100573273	100573365	100573560	1742	15,20	85,43	13,9	59,48	190	99	0.399353279497	1.0	0.084,0.195	0.103,0.089	0.044
1745	"ENSG00000116580.14"	"GON4L"	chr1	-	155785595	155786053	155785595	155785691	155786002	155786053	1745	8,1	59,39	4,3	41,32	197	99	0.795215473752	1.0	0.064,0.013	0.047,0.045	-0.007
1746	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111635285	111637625	111635285	111635357	111637547	111637625	1746	19,10	35,27	12,8	30,21	197	99	0.678167626324	1.0	0.214,0.157	0.167,0.161	0.021
1747	"ENSG00000182310.8"	"LINC00085"	chr19	+	52207282	52207733	52207282	52207439	52207522	52207733	1747	0,0	11,3	1,0	6,3	181	99	1	1.0	0.0,0.0	0.084,0.0	-0.042
1753	"ENSG00000162300.7"	"ZFPL1"	chr11	+	64851713	64852272	64851713	64851832	64852162	64852272	1753	125,113	1,5	103,65	2,1	197	99	0.849819833067	1.0	0.984,0.919	0.963,0.97	-0.015
1754	"ENSG00000162300.7"	"ZFPL1"	chr11	+	64851713	64852272	64851713	64851850	64852162	64852272	1754	43,32	64,63	27,15	61,35	197	99	0.271667530003	1.0	0.252,0.203	0.182,0.177	0.048
1758	"ENSG00000198026.6"	"ZNF335"	chr20	-	44598089	44598864	44598089	44598330	44598702	44598864	1758	0,2	1,0	2,2	0,0	197	99	0.0964621288221	1.0	0.0,1.0	1.0,1.0	-0.5
175	"ENSG00000072310.12"	"SREBF1"	chr17	-	17720861	17721230	17720861	17720905	17721009	17721230	175	49,41	13,15	43,27	15,10	197	99	0.690098470638	1.0	0.654,0.579	0.59,0.576	0.034
1760	"ENSG00000124126.9"	"PREX1"	chr20	-	47248814	47249177	47248814	47248929	47249033	47249177	1760	0,0	10,11	1,0	9,6	197	99	1	1.0	0.0,0.0	0.053,0.0	-0.026
1761	"ENSG00000103266.6"	"STUB1"	chr16	+	731792	732076	731792	731880	732019	732076	1761	39,37	173,95	39,27	128,98	197	99	0.958521673015	1.0	0.102,0.164	0.133,0.122	0.006
1762	"ENSG00000103266.6"	"STUB1"	chr16	+	731792	732076	731792	731880	732058	732076	1762	201,146	6,5	166,130	2,2	197	99	0.231962655741	1.0	0.944,0.936	0.977,0.97	-0.034
1763	"ENSG00000103266.6"	"STUB1"	chr16	+	731792	732076	731792	731903	732019	732076	1763	40,37	1,1	37,27	1,1	197	99	0.798127861257	1.0	0.953,0.949	0.949,0.931	0.011
1764	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49964875	49965293	49964875	49965057	49965140	49965293	1764	6,2	14,19	7,3	15,10	181	99	0.403455604267	1.0	0.19,0.054	0.203,0.141	-0.05
1765	"ENSG00000204344.10"	"STK19"	chr6	+	31947190	31948325	31947190	31947330	31948227	31948325	1765	9,21	62,45	19,15	56,40	197	99	0.483030879529	1.0	0.068,0.19	0.146,0.159	-0.023
1766	"ENSG00000153094.17"	"BCL2L11"	chr2	+	111881309	111881716	111881309	111881446	111881626	111881716	1766	25,31	21,24	32,21	25,14	197	99	0.776188526083	1.0	0.374,0.394	0.391,0.43	-0.026
1769	"ENSG00000197841.10"	"ZNF181"	chr19	+	35230052	35230526	35230052	35230173	35230430	35230526	1769	14,4	17,11	11,11	17,15	197	99	0.803945579784	1.0	0.293,0.155	0.245,0.269	-0.033
1770	"ENSG00000033030.9"	"ZCCHC8"	chr12	-	122967825	122968110	122967825	122967891	122968006	122968110	1770	22,14	65,78	28,16	54,40	197	99	0.02759069292	1.0	0.145,0.083	0.207,0.167	-0.073
1772	"ENSG00000162367.7"	"TAL1"	chr1	-	47694867	47695443	47694867	47695023	47695325	47695443	1772	7,37	0,0	19,13	1,0	197	99	1	1.0	1.0,1.0	0.905,1.0	0.047
1774	"ENSG00000162231.9"	"NXF1"	chr11	-	62566010	62567958	62566010	62566047	62567848	62567958	1774	57,34	45,21	42,29	33,22	197	99	0.809114579636	1.0	0.389,0.449	0.39,0.398	0.025
1775	"ENSG00000162231.9"	"NXF1"	chr11	-	62566010	62567958	62566010	62566107	62567848	62567958	1775	32,62	1,0	42,46	0,0	197	99	0.771097329353	1.0	0.941,1.0	1.0,1.0	-0.03
1776	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53690251	53689622	53689725	53690002	53690251	1776	91,17	0,0	64,42	1,1	197	99	0.588263480729	1.0	1.0,1.0	0.97,0.955	0.038
1777	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53690251	53689622	53689725	53690213	53690251	1777	55,28	1,1	43,28	5,5	197	99	0.0339726685331	1.0	0.965,0.934	0.812,0.738	0.174
1779	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53690059	53689622	53689725	53690027	53690059	1779	96,51	1562,1122	68,42	1296,892	197	99	0.672151355724	1.0	0.03,0.022	0.026,0.023	0.001
1780	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53690059	53689622	53689675	53690027	53690059	1780	2878,311	0,0	1313,1206	1,0	197	99	1	1.0	1.0,1.0	0.998,1.0	0.001
1781	"ENSG00000123349.9"	"PFDN5"	chr12	+	53690213	53691708	53690213	53690335	53691633	53691708	1781	24,34	9,12	30,16	12,7	197	99	0.739786972016	1.0	0.573,0.587	0.557,0.535	0.034
1782	"ENSG00000187796.9"	"CARD9"	chr9	-	139261667	139262428	139261667	139261709	139262088	139262428	1782	5,1	8,8	3,3	10,6	197	99	0.922057526789	1.0	0.239,0.059	0.131,0.201	-0.017
1783	"ENSG00000187796.9"	"CARD9"	chr9	-	139261667	139262428	139261667	139261709	139262205	139262428	1783	4,6	0,1	11,8	1,1	197	99	0.791349180666	1.0	1.0,0.751	0.847,0.801	0.051
1784	"ENSG00000187796.9"	"CARD9"	chr9	-	139258934	139259669	139258934	139259011	139259592	139259669	1784	19,16	9,19	20,11	11,7	197	99	0.518760352315	1.0	0.515,0.297	0.477,0.441	-0.053
1785	"ENSG00000187796.9"	"CARD9"	chr9	-	139258934	139261297	139258934	139259011	139261251	139261297	1785	27,17	0,0	28,18	1,0	197	99	1	1.0	1.0,1.0	0.934,1.0	0.033
1786	"ENSG00000187796.9"	"CARD9"	chr9	-	139258934	139261297	139258934	139259669	139261251	139261297	1786	19,11	8,10	18,11	10,5	197	99	0.703133389088	1.0	0.544,0.356	0.475,0.525	-0.05
1789	"ENSG00000157538.9"	"DSCR3"	chr21	-	38595720	38600107	38595720	38597927	38599954	38600107	1789	0,2	50,85	2,1	60,41	197	99	0.449370004335	1.0	0.0,0.012	0.016,0.012	-0.008
178	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226218	99226502	178	35,10	89,40	34,24	64,52	197	99	0.161129763527	1.0	0.165,0.112	0.211,0.188	-0.061
1790	"ENSG00000004700.11"	"RECQL"	chr12	-	21654103	21654527	21654103	21654306	21654414	21654527	1790	49,64	0,0	56,40	1,1	197	99	0.423190096445	1.0	1.0,1.0	0.966,0.953	0.04
1791	"ENSG00000240303.3"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297900	132298335	132298402	1791	7,0	4,0	4,4	2,1	197	99	1	1.0	0.468,NA	0.501,0.668	-0.116
1792	"ENSG00000240303.3"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297725	132298335	132298402	1792	7,3	7,1	8,7	5,3	197	99	0.633046478849	1.0	0.334,0.601	0.446,0.54	-0.025
1793	"ENSG00000115073.6"	"ACTR1B"	chr2	-	98274889	98275466	98274889	98275106	98275341	98275466	1793	41,46	61,32	45,32	43,24	197	99	0.545165272421	1.0	0.252,0.419	0.345,0.401	-0.037
1796	"ENSG00000166333.9"	"ILK"	chr11	+	6630114	6630639	6630114	6630198	6630529	6630639	1796	22,25	1,1	28,13	2,2	197	99	0.541520982855	1.0	0.917,0.926	0.876,0.766	0.101
1797	"ENSG00000166333.9"	"ILK"	chr11	+	6629923	6630198	6629923	6630020	6630114	6630198	1797	16,8	199,197	12,8	185,138	192	99	0.916312546061	1.0	0.04,0.021	0.032,0.029	0.0
1798	"ENSG00000166333.9"	"ILK"	chr11	+	6625045	6625590	6625045	6625107	6625455	6625590	1798	108,128	1,0	94,69	2,1	197	99	0.241852308571	1.0	0.982,1.0	0.959,0.972	0.025
1799	"ENSG00000166333.9"	"ILK"	chr11	+	6625045	6625590	6625045	6625107	6625409	6625590	1799	10,12	3,0	8,5	1,1	197	99	0.946961367269	1.0	0.626,1.0	0.801,0.715	0.055
179	"ENSG00000167785.4"	"ZNF558"	chr19	-	8932117	8932767	8932117	8932311	8932678	8932767	179	22,23	0,6	18,13	1,1	197	99	0.633850252998	1.0	1.0,0.658	0.9,0.867	-0.054
1800	"ENSG00000166333.9"	"ILK"	chr11	+	6629923	6630387	6629923	6630198	6630301	6630387	1800	47,5	97,113	36,19	91,67	197	99	0.119578425998	1.0	0.196,0.022	0.166,0.125	-0.037
