ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1277	"ENSG00000170315.9"	"UBB"	chr17	+	16284778	16284993	16284778	16284820	16285215	16285296	1277	22,42	0,2	11,10	0,0	197	99	1	1.0	1.0,0.913	1.0,1.0	-0.043
1281	"ENSG00000127184.6"	"COX7C"	chr5	+	85915169	85915313	85915169	85915259	85916484	85916583	1281	1454,1903	0,0	1699,1354	1,1	152	99	1	1.0	1.0,1.0	0.999,0.999	0.001
1282	"ENSG00000127184.6"	"COX7C"	chr5	+	85915169	85915695	85915169	85915313	85916484	85916583	1282	0,2	892,1318	4,2	1137,880	197	99	1	1.0	0.0,0.001	0.002,0.001	-0.001
1283	"ENSG00000127184.6"	"COX7C"	chr5	+	85915169	85915695	85915169	85915259	85916484	85916583	1283	1064,1314	0,0	1229,989	1,1	197	99	1	1.0	1.0,1.0	0.998,0.998	0.002
1284	"ENSG00000127184.6"	"COX7C"	chr5	+	85913757	85913911	85913757	85913808	85915169	85915313	1284	250,1800	0,0	706,683	1,1	197	99	1	1.0	1.0,1.0	0.997,0.997	0.003
1285	"ENSG00000127184.6"	"COX7C"	chr5	+	85913757	85913911	85913757	85913870	85915169	85915313	1285	232,1564	58,433	648,655	154,155	139	99	0.355958800217	1.0	0.74,0.72	0.75,0.751	-0.02
1286	"ENSG00000127184.6"	"COX7C"	chr5	+	85913720	85913947	85913720	85913808	85915169	85915313	1286	3930,3964	0,0	3729,2831	0,1	197	99	1	1.0	1.0,1.0	1.0,0.999	0.0
1287	"ENSG00000127184.6"	"COX7C"	chr5	+	85913720	85913947	85913720	85913911	85915169	85915313	1287	400,3408	0,1	1219,1247	0,0	134	99	1	1.0	1.0,1.0	1.0,1.0	0.0
1288	"ENSG00000127184.6"	"COX7C"	chr5	+	85913744	85913870	85913744	85913808	85915169	85915313	1288	501,517	0,0	457,359	0,1	160	99	1	1.0	1.0,1.0	1.0,0.996	0.002
1290	"ENSG00000012171.13"	"SEMA3B"	chr3	+	50312442	50312890	50312442	50312484	50312990	50313046	1290	7,1	1,0	1,1	0,0	197	99	1	1.0	0.779,1.0	1.0,1.0	-0.111
1292	"ENSG00000120533.8"	"ENY2"	chr8	+	110346577	110346763	110346577	110346703	110348356	110348817	1292	0,0	707,183	2,1	393,441	158	99	1	1.0	0.0,0.0	0.003,0.001	-0.002
1293	"ENSG00000120533.8"	"ENY2"	chr8	+	110346552	110346703	110346552	110346631	110348356	110348433	1293	937,761	102,77	855,708	77,69	170	99	0.454102135398	1.0	0.843,0.852	0.866,0.857	-0.014
1295	"ENSG00000140829.7"	"DHX38"	chr16	+	72139903	72140016	72139903	72140003	72141238	72141447	1295	57,54	9,5	54,35	6,4	111	99	0.848939339867	1.0	0.85,0.906	0.889,0.886	-0.009
1296	"ENSG00000139974.11"	"SLC38A6"	chr14	+	61448913	61449058	61448913	61448961	61449225	61449356	1296	0,1	0,0	0,0	1,0	195	99	1	1.0	NA,1.0	0.0,NA	1.0
1297	"ENSG00000175854.7"	"SWI5"	chr9	+	131046788	131046910	131046788	131046898	131048217	131048312	1297	194,152	2,0	228,176	1,1	110	99	0.872002065924	1.0	0.989,1.0	0.995,0.994	0.0
1299	"ENSG00000133247.9"	"SUV420H2"	chr19	+	55851220	55851325	55851220	55851233	55853161	55853414	1299	16,226	0,2	62,74	0,0	190	99	0.78308804758	1.0	1.0,0.983	1.0,1.0	-0.008
129	"ENSG00000164292.8"	"RHOBTB3"	chr5	+	95115955	95116129	95115955	95116024	95119500	95119667	129	202,273	1,0	153,152	1,0	197	99	0.732820340478	1.0	0.99,1.0	0.987,1.0	0.001
12	"ENSG00000115760.9"	"BIRC6"	chr2	+	32688261	32688449	32688261	32688350	32689576	32689891	12	53,52	0,3	41,31	1,1	197	99	0.852565916242	1.0	1.0,0.897	0.954,0.94	0.002
1303	"ENSG00000127870.12"	"RNF6"	chr13	-	26795918	26795979	26795959	26795979	26795384	26795467	1303	4,2	1,0	7,6	0,0	139	99	1	1.0	0.74,1.0	1.0,1.0	-0.13
1307	"ENSG00000106603.13"	"COA1"	chr7	-	43680158	43680248	43680171	43680248	43679047	43679280	1307	0,1	70,414	1,0	260,241	111	99	1	1.0	0.0,0.002	0.003,0.0	-0.001
1308	"ENSG00000106603.13"	"COA1"	chr7	-	43690091	43690311	43690210	43690311	43688198	43688251	1308	10,6	35,39	10,9	29,21	197	99	0.155262513289	1.0	0.126,0.072	0.148,0.177	-0.063
1309	"ENSG00000070010.14"	"UFD1L"	chr22	-	19462992	19463125	19463018	19463125	19462426	19462623	1309	375,259	27,47	336,272	53,30	124	99	0.53079515288	1.0	0.917,0.815	0.835,0.879	0.009
1310	"ENSG00000070010.14"	"UFD1L"	chr22	-	19462426	19462623	19462590	19462623	19459209	19459331	1310	0,4	1004,779	2,1	842,675	197	99	1	1.0	0.0,0.003	0.001,0.001	0.001
1311	"ENSG00000070010.14"	"UFD1L"	chr22	-	19466605	19466695	19466620	19466695	19462992	19463125	1311	893,568	0,2	734,583	1,1	113	99	1	1.0	1.0,0.996	0.998,0.998	0.0
1312	"ENSG00000139842.10"	"CUL4A"	chr13	+	113864286	113864402	113864286	113864377	113873258	113873362	1312	111,114	0,2	111,84	1,1	123	99	0.846448320232	1.0	1.0,0.979	0.989,0.985	0.003
1316	"ENSG00000134470.15"	"IL15RA"	chr10	-	6005697	6005804	6005705	6005804	6002329	6002530	1316	1,0	3,24	0,0	11,9	106	99	1	1.0	0.237,0.0	0.0,0.0	0.118
1317	"ENSG00000196182.6"	"STK40"	chr1	-	36833448	36833685	36833461	36833685	36826821	36826941	1317	5,3	4,0	4,3	2,2	111	99	0.884310716125	1.0	0.527,1.0	0.641,0.572	0.157
1318	"ENSG00000196182.6"	"STK40"	chr1	-	36833452	36833685	36833461	36833685	36826821	36826941	1318	12,11	4,0	15,11	2,2	107	99	0.82283901141	1.0	0.735,1.0	0.874,0.836	0.012
1319	"ENSG00000196182.6"	"STK40"	chr1	-	36833448	36833685	36833452	36833685	36826821	36826941	1319	5,3	13,11	4,3	16,11	102	99	0.693414585151	1.0	0.272,0.209	0.195,0.209	0.038
131	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17130819	17131046	17130819	17131016	17133822	17134695	131	78,77	5,7	65,43	8,5	128	99	0.296845673829	1.0	0.923,0.895	0.863,0.869	0.043
1321	"ENSG00000114120.7"	"SLC25A36"	chr3	+	140685189	140685276	140685189	140685269	140689768	140689835	1321	1,4	1,0	3,3	0,0	105	99	1	1.0	0.485,1.0	1.0,1.0	-0.258
1323	"ENSG00000187193.8"	"MT1X"	chr16	+	56717076	56717298	56717076	56717142	56717869	56718108	1323	9,0	45,35	6,2	89,38	197	99	0.256348906099	1.0	0.091,0.0	0.033,0.026	0.016
1327	"ENSG00000138002.10"	"IFT172"	chr2	-	27712481	27712545	27712529	27712545	27708226	27708370	1327	2,8	0,1	9,9	0,0	146	99	1	1.0	1.0,0.844	1.0,1.0	-0.078
1328	"ENSG00000170515.9"	"PA2G4"	chr12	+	56505259	56505471	56505259	56505313	56506606	56507645	1328	0,4	1442,500	2,2	429,729	197	99	1	1.0	0.0,0.004	0.002,0.001	0.001
132	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17100380	17100610	17100380	17100507	17100941	17101050	132	5,3	3,0	3,3	3,2	197	99	0.46216699382	1.0	0.456,1.0	0.334,0.43	0.346
1333	"ENSG00000169750.4"	"RAC3"	chr17	+	79990822	79990873	79990822	79990849	79991315	79991479	1333	66,126	0,2	9,17	0,0	122	99	1	1.0	1.0,0.981	1.0,1.0	-0.01
1334	"ENSG00000169750.4"	"RAC3"	chr17	+	79990822	79990885	79990822	79990849	79991315	79991479	1334	623,1053	0,2	395,449	0,0	134	99	1	1.0	1.0,0.997	1.0,1.0	-0.002
1336	"ENSG00000169750.4"	"RAC3"	chr17	+	79991315	79991479	79991315	79991475	79991574	79992080	1336	3,5	163,196	4,2	130,123	102	99	0.819998699546	1.0	0.018,0.024	0.029,0.016	-0.002
1338	"ENSG00000156467.5"	"UQCRB"	chr8	-	97247653	97247862	97247739	97247862	97245383	97245455	1338	1,3	272,254	1,1	236,230	184	99	1	1.0	0.002,0.006	0.002,0.002	0.002
133	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17130819	17131016	17130819	17130851	17133211	17133373	133	272,116	0,0	135,97	2,1	197	99	0.0667731540405	1.0	1.0,1.0	0.971,0.98	0.024
1344	"ENSG00000165272.10"	"AQP3"	chr9	-	33443176	33443456	33443318	33443456	33442849	33442968	1344	0,0	86,39	1,0	84,57	197	99	1	1.0	0.0,0.0	0.006,0.0	-0.003
1347	"ENSG00000213339.4"	"QTRT1"	chr19	+	10822836	10823304	10822836	10822975	10823433	10823543	1347	11,115	1,0	44,47	0,0	197	99	0.274200319809	1.0	0.847,1.0	1.0,1.0	-0.077
1348	"ENSG00000213339.4"	"QTRT1"	chr19	+	10822836	10822975	10822836	10822887	10823228	10823304	1348	25,71	0,1	29,32	0,0	186	99	1	1.0	1.0,0.974	1.0,1.0	-0.013
1349	"ENSG00000167774.2"	"NDUFA7"	chr19	-	8381379	8381529	8381395	8381529	8376295	8376479	1349	207,304	0,1	111,125	0,0	114	99	1	1.0	1.0,0.996	1.0,1.0	-0.002
134	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17130819	17131046	17130819	17131016	17133211	17133373	134	79,80	37,35	69,45	40,29	128	99	0.211401653946	1.0	0.623,0.639	0.572,0.545	0.073
1351	"ENSG00000157212.14"	"PAXIP1"	chr7	-	154739541	154739713	154739612	154739713	154738388	154738523	1351	2,0	89,121	1,1	58,57	169	99	0.449560410654	1.0	0.013,0.0	0.01,0.01	-0.004
1352	"ENSG00000157212.14"	"PAXIP1"	chr7	-	154777726	154777889	154777765	154777889	154774928	154775042	1352	4,10	3,14	8,5	7,5	137	99	0.67746663286	1.0	0.491,0.34	0.452,0.419	-0.02
1353	"ENSG00000127564.12"	"PKMYT1"	chr16	-	3029648	3029937	3029808	3029937	3026664	3027032	1353	277,330	11,3	297,217	8,5	197	99	0.79819417408	1.0	0.927,0.982	0.949,0.956	0.002
1354	"ENSG00000127564.12"	"PKMYT1"	chr16	-	3029808	3029913	3029816	3029913	3026664	3027032	1354	10,3	5,4	8,5	2,1	106	99	0.281409803001	1.0	0.651,0.412	0.789,0.824	-0.275
1355	"ENSG00000127564.12"	"PKMYT1"	chr16	-	3029648	3029913	3029816	3029913	3026664	3027032	1355	274,324	5,4	289,220	2,1	197	99	0.26992229928	1.0	0.965,0.976	0.986,0.991	-0.018
1357	"ENSG00000204444.6"	"APOM"	chr6	+	31624248	31624410	31624248	31624403	31625001	31625075	1357	7,2	33,15	6,4	20,18	105	99	0.518512867021	1.0	0.167,0.112	0.22,0.173	-0.057
1358	"ENSG00000132429.5"	"POPDC3"	chr6	-	105609299	105610035	105609670	105610035	105607585	105607694	1358	1,0	14,26	1,1	18,11	197	99	0.459489422632	1.0	0.035,0.0	0.027,0.044	-0.018
135	"ENSG00000100181.17"	"TPTEP1"	chr22	+	17130819	17131046	17130819	17130851	17133211	17133373	135	88,80	0,0	69,46	2,1	197	99	0.1246008327	1.0	1.0,1.0	0.945,0.959	0.048
1363	"ENSG00000188878.12"	"FBF1"	chr17	-	73917509	73917641	73917552	73917641	73917324	73917383	1363	0,1	1,13	0,0	6,5	141	99	1	1.0	0.0,0.051	0.0,0.0	0.025
1364	"ENSG00000135047.10"	"CTSL"	chr9	+	90341054	90341223	90341054	90341168	90342508	90342644	1364	124,52	128,54	86,55	124,72	153	99	0.117220921881	1.0	0.385,0.384	0.31,0.331	0.064
1365	"ENSG00000135047.10"	"CTSL"	chr9	+	90341054	90341168	90341054	90341164	90342589	90342644	1365	132,127	2,0	87,61	2,1	102	99	0.254716447387	1.0	0.985,1.0	0.977,0.983	0.012
1366	"ENSG00000135047.10"	"CTSL"	chr9	+	90341054	90341223	90341054	90341164	90342589	90342644	1366	197,0	2,0	145,87	2,1	157	99	1	1.0	0.984,NA	0.979,0.982	0.004
1367	"ENSG00000135047.10"	"CTSL"	chr9	+	90341054	90341223	90341054	90341168	90342589	90342644	1367	9,52	0,2	30,29	1,0	153	99	1	1.0	1.0,0.944	0.951,1.0	-0.004
1368	"ENSG00000196498.9"	"NCOR2"	chr12	-	124832719	124832840	124832728	124832840	124831947	124832457	1368	43,61	1,0	1,1	0,0	107	99	1	1.0	0.975,1.0	1.0,1.0	-0.012
1369	"ENSG00000196498.9"	"NCOR2"	chr12	-	124811954	124812179	124812092	124812179	124810736	124810916	1369	24,16	18,21	14,8	17,11	197	99	0.555173138495	1.0	0.401,0.277	0.293,0.268	0.059
1370	"ENSG00000196498.9"	"NCOR2"	chr12	-	124824542	124824750	124824551	124824750	124821649	124821726	1370	6,3	80,110	4,3	83,59	107	99	0.839952409174	1.0	0.065,0.025	0.043,0.045	0.001
1371	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103748748	103748898	103748756	103748898	103747641	103747793	1371	48,42	0,0	41,36	1,1	106	99	0.350356077648	1.0	1.0,1.0	0.975,0.971	0.027
1372	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103748668	103748898	103748748	103748898	103747641	103747793	1372	5,7	51,50	4,3	45,35	178	99	0.667046330088	1.0	0.052,0.072	0.047,0.046	0.015
1373	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103748583	103748708	103748668	103748708	103747641	103747793	1373	227,226	5,7	223,171	4,3	183	99	0.507334465854	1.0	0.961,0.946	0.968,0.969	-0.015
1374	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103748668	103748898	103748756	103748898	103747641	103747793	1374	4,6	0,0	4,3	1,1	186	99	1	1.0	1.0,1.0	0.68,0.615	0.353
1375	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103748583	103748969	103748756	103748969	103747641	103747793	1375	216,197	0,0	213,182	1,1	197	99	0.39396125813	1.0	1.0,1.0	0.991,0.989	0.01
1376	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103789871	103790032	103789907	103790032	103747641	103747793	1376	1,32	2,0	6,9	0,0	134	99	1	1.0	0.27,1.0	1.0,1.0	-0.365
1377	"ENSG00000130475.10"	"FCHO1"	chr19	+	17865400	17865567	17865400	17865430	17865926	17866000	1377	45,21	2,0	46,42	0,0	197	99	0.285249346819	1.0	0.919,1.0	1.0,1.0	-0.04
1378	"ENSG00000130475.10"	"FCHO1"	chr19	+	17865400	17865567	17865400	17865490	17865926	17866000	1378	10,10	100,90	16,12	79,55	175	99	0.0379982257595	1.0	0.054,0.059	0.103,0.11	-0.05
1379	"ENSG00000130475.10"	"FCHO1"	chr19	+	17865400	17865490	17865400	17865430	17865926	17866000	1379	121,71	2,0	79,71	0,0	158	99	0.599762277528	1.0	0.974,1.0	1.0,1.0	-0.013
1380	"ENSG00000130475.10"	"FCHO1"	chr19	+	17865125	17865275	17865125	17865170	17865400	17865567	1380	18,8	24,21	17,12	28,19	197	99	0.816473168523	1.0	0.274,0.161	0.234,0.241	-0.02
1382	"ENSG00000131467.6"	"PSME3"	chr17	+	40985415	40985690	40985415	40985522	40986360	40986393	1382	205,254	2,0	202,189	1,1	197	99	0.915720678726	1.0	0.981,1.0	0.99,0.99	0.0
1389	"ENSG00000100865.10"	"CINP"	chr14	-	102822104	102822234	102822108	102822234	102816255	102816385	1389	97,112	3,4	96,68	1,1	102	99	0.409339537688	1.0	0.969,0.965	0.989,0.985	-0.02
138	"ENSG00000136450.8"	"SRSF1"	chr17	-	56084267	56084622	56084304	56084622	56083703	56083888	138	0,0	241,304	1,1	218,182	135	99	1	1.0	0.0,0.0	0.003,0.004	-0.004
1390	"ENSG00000205250.4"	"E2F4"	chr16	+	67229354	67229496	67229354	67229492	67229684	67229909	1390	0,6	0,1	2,2	0,0	102	99	1	1.0	NA,0.853	1.0,1.0	-0.147
1391	"ENSG00000205250.4"	"E2F4"	chr16	+	67226663	67226773	67226663	67226727	67226911	67227073	1391	292,197	5,2	273,216	1,1	144	99	0.165422410037	1.0	0.976,0.985	0.995,0.993	-0.014
1393	"ENSG00000164953.11"	"TMEM67"	chr8	+	94768005	94768136	94768005	94768094	94770710	94770804	1393	0,1	2,4	0,0	2,2	140	99	1	1.0	0.0,0.15	0.0,0.0	0.075
1396	"ENSG00000138617.10"	"PARP16"	chr15	-	65563272	65563410	65563329	65563410	65558914	65559106	1396	65,53	1,4	70,41	6,2	155	99	0.425106117381	1.0	0.976,0.894	0.882,0.929	0.03
1397	"ENSG00000112715.16"	"VEGFA"	chr6	+	43748476	43748591	43748476	43748522	43749692	43749824	1397	53,40	10,3	40,24	8,4	167	99	0.506147558341	1.0	0.759,0.888	0.748,0.781	0.059
1398	"ENSG00000112715.16"	"VEGFA"	chr6	+	43748476	43748591	43748476	43748540	43749692	43749824	1398	34,19	29,23	20,11	33,22	149	99	0.0747901041788	1.0	0.438,0.354	0.287,0.249	0.128
1399	"ENSG00000112715.16"	"VEGFA"	chr6	+	43748468	43748540	43748468	43748522	43749692	43749824	1399	31,22	10,3	34,22	8,4	116	99	0.835151284096	1.0	0.726,0.862	0.784,0.824	-0.01
139	"ENSG00000136450.8"	"SRSF1"	chr17	-	56083161	56083334	56083280	56083334	56081948	56082402	139	15,7	0,0	12,11	1,1	197	99	1	1.0	1.0,1.0	0.858,0.847	0.147
13	"ENSG00000161654.5"	"LSM12"	chr17	-	42114779	42114906	42114791	42114906	42112003	42113668	13	375,449	3,1	415,332	5,3	110	99	0.366953619606	1.0	0.991,0.998	0.987,0.99	0.006
1400	"ENSG00000112715.16"	"VEGFA"	chr6	+	43749692	43749824	43749692	43749789	43752277	43752299	1400	19,449	1,1	143,191	0,0	133	99	0.807387698038	1.0	0.934,0.997	1.0,1.0	-0.034
1401	"ENSG00000112110.5"	"MRPL18"	chr6	+	160211971	160212158	160211971	160212142	160218318	160218550	1401	282,261	0,0	271,241	1,1	114	99	1	1.0	1.0,1.0	0.996,0.995	0.004
1402	"ENSG00000112110.5"	"MRPL18"	chr6	+	160218318	160218550	160218318	160218379	160219083	160219468	1402	471,534	4,0	538,422	2,1	197	99	0.927105117109	1.0	0.983,1.0	0.993,0.995	-0.002
1403	"ENSG00000112110.5"	"MRPL18"	chr6	+	160218318	160218550	160218318	160218401	160219083	160219468	1403	611,710	11,8	675,537	12,8	197	99	0.695078691136	1.0	0.965,0.978	0.966,0.971	0.003
1404	"ENSG00000112110.5"	"MRPL18"	chr6	+	160218318	160218401	160218318	160218379	160219083	160219468	1404	11,7	4,0	11,8	2,1	120	99	0.71822771252	1.0	0.694,1.0	0.819,0.868	0.004
1405	"ENSG00000112592.8"	"TBP"	chr6	+	170878699	170878867	170878699	170878828	170880497	170880592	1405	101,72	1,0	117,92	0,0	137	99	0.507875873505	1.0	0.986,1.0	1.0,1.0	-0.007
1409	"ENSG00000068654.11"	"POLR1A"	chr2	-	86304981	86305104	86305015	86305104	86302152	86302383	1409	49,55	0,1	25,19	0,0	132	99	1	1.0	1.0,0.976	1.0,1.0	-0.012
140	"ENSG00000136450.8"	"SRSF1"	chr17	-	56083092	56083334	56083161	56083334	56082209	56082961	140	1,0	461,363	1,1	377,375	167	99	1	1.0	0.001,0.0	0.002,0.002	-0.002
1410	"ENSG00000068654.11"	"POLR1A"	chr2	-	86258452	86258758	86258635	86258758	86257318	86257519	1410	47,38	1,5	44,36	1,1	197	99	0.450002050918	1.0	0.959,0.793	0.957,0.948	-0.076
1411	"ENSG00000068654.11"	"POLR1A"	chr2	-	86266449	86266585	86266464	86266585	86265822	86265980	1411	43,44	2,0	39,34	1,1	113	99	0.807627688364	1.0	0.95,1.0	0.972,0.968	0.005
1412	"ENSG00000141503.11"	"MINK1"	chr17	+	4789745	4789921	4789745	4789912	4790404	4790474	1412	138,102	0,4	128,87	6,5	107	99	0.0782334893495	1.0	1.0,0.959	0.952,0.942	0.033
1413	"ENSG00000141503.11"	"MINK1"	chr17	+	4799968	4800108	4799968	4800091	4800498	4801348	1413	54,44	0,0	37,33	1,0	115	99	0.418639854486	1.0	1.0,1.0	0.97,1.0	0.015
1415	"ENSG00000170832.8"	"USP32"	chr17	-	58288365	58288479	58288373	58288479	58286706	58286904	1415	1,0	21,37	0,0	1,1	106	99	1	1.0	0.043,0.0	0.0,0.0	0.021
1416	"ENSG00000170832.8"	"USP32"	chr17	-	58296988	58297148	58297030	58297148	58291980	58292135	1416	9,10	110,103	6,6	105,87	140	99	0.420939805036	1.0	0.055,0.064	0.039,0.047	0.017
1417	"ENSG00000170832.8"	"USP32"	chr17	-	58297030	58297148	58297040	58297148	58291980	58292135	1417	111,98	1,0	102,86	1,1	108	99	0.585813758369	1.0	0.99,1.0	0.989,0.987	0.007
1418	"ENSG00000170832.8"	"USP32"	chr17	-	58296988	58297148	58297040	58297148	58291980	58292135	1418	9,10	1,0	6,6	1,1	150	99	0.385938984318	1.0	0.856,1.0	0.798,0.798	0.13
1421	"ENSG00000106133.13"	"NSUN5P2"	chr7	-	72419591	72419771	72419641	72419771	72419430	72419519	1421	2,0	42,16	1,1	22,16	148	99	0.579478809245	1.0	0.031,0.0	0.03,0.04	-0.02
1422	"ENSG00000140471.12"	"LINS"	chr15	-	101120648	101121150	101121005	101121150	101120467	101120557	1422	2,16	1,0	4,5	0,0	197	99	1	1.0	0.501,1.0	1.0,1.0	-0.25
1425	"ENSG00000184983.5"	"NDUFA6"	chr22	-	42486602	42486783	42486655	42486783	42483063	42483179	1425	5,1	8,2	3,2	4,2	151	99	0.742450291806	1.0	0.291,0.247	0.33,0.396	-0.094
1426	"ENSG00000184983.5"	"NDUFA6"	chr22	-	42486609	42486783	42486655	42486783	42483063	42483179	1426	575,503	8,2	488,393	4,2	144	99	0.690005103997	1.0	0.98,0.994	0.988,0.993	-0.003
1427	"ENSG00000184983.5"	"NDUFA6"	chr22	-	42486602	42486783	42486609	42486783	42483063	42483179	1427	5,1	573,506	3,2	494,395	105	99	1	1.0	0.008,0.002	0.006,0.005	-0.0
1429	"ENSG00000258653.3"	"RP5-1021I20.4"	chr14	+	74318673	74318819	74318673	74318707	74325518	74325602	1429	1,0	3,6	4,2	5,4	197	99	0.239345803002	1.0	0.143,0.0	0.287,0.201	-0.172
1431	"ENSG00000258653.3"	"RP5-1021I20.4"	chr14	+	74318673	74318823	74318673	74318707	74325518	74325602	1431	2,4	3,6	8,5	5,4	197	99	0.312577198478	1.0	0.251,0.251	0.446,0.386	-0.165
1434	"ENSG00000258653.3"	"RP5-1021I20.4"	chr14	+	74343700	74343871	74343700	74343752	74346757	74346879	1434	0,14	0,2	6,6	0,0	197	99	1	1.0	NA,0.779	1.0,1.0	-0.221
1435	"ENSG00000258653.3"	"RP5-1021I20.4"	chr14	+	74345798	74346008	74345798	74345972	74346757	74346879	1435	43,67	0,2	34,35	0,0	134	99	0.627861435858	1.0	1.0,0.961	1.0,1.0	-0.02
1436	"ENSG00000258653.3"	"RP5-1021I20.4"	chr14	+	74358729	74358911	74358729	74358810	74360499	74360635	1436	51,64	3,5	53,44	2,2	197	99	0.546548507739	1.0	0.895,0.865	0.93,0.917	-0.043
1437	"ENSG00000258653.3"	"RP5-1021I20.4"	chr14	+	74340725	74340917	74340725	74340846	74343700	74343871	1437	53,87	2,0	51,45	1,1	169	99	0.632642313238	1.0	0.939,1.0	0.968,0.963	0.004
1438	"ENSG00000100413.12"	"POLR3H"	chr22	-	41928607	41928749	41928662	41928749	41928097	41928161	1438	2,0	36,33	2,2	26,23	153	99	0.280851042083	1.0	0.035,0.0	0.047,0.053	-0.033
1439	"ENSG00000122861.11"	"PLAU"	chr10	+	75674533	75674769	75674533	75674674	75675008	75675157	1439	4,0	13,13	0,0	3,3	193	99	1	1.0	0.136,0.0	0.0,0.0	0.068
1441	"ENSG00000159882.8"	"ZNF230"	chr19	+	44512941	44513143	44512941	44513068	44513235	44513322	1441	0,2	0,11	0,0	2,2	173	99	1	1.0	NA,0.094	0.0,0.0	0.094
1442	"ENSG00000182199.6"	"SHMT2"	chr12	+	57624176	57624362	57624176	57624245	57624585	57624783	1442	0,0	0,1	2,3	0,1	197	99	1	1.0	NA,0.0	1.0,0.601	-0.8
1444	"ENSG00000182199.6"	"SHMT2"	chr12	+	57624142	57624449	57624142	57624245	57624585	57624783	1444	0,1	0,0	5,5	1,0	197	99	1	1.0	NA,1.0	0.715,1.0	0.143
1447	"ENSG00000182199.6"	"SHMT2"	chr12	+	57624150	57624362	57624150	57624203	57624585	57624783	1447	0,0	4,6	2,3	1,2	197	99	1	1.0	0.0,0.0	0.501,0.43	-0.466
1448	"ENSG00000182199.6"	"SHMT2"	chr12	+	57624142	57624443	57624142	57624245	57624585	57624783	1448	1,6	0,0	6,6	1,0	197	99	1	1.0	1.0,1.0	0.751,1.0	0.125
1451	"ENSG00000182199.6"	"SHMT2"	chr12	+	57626486	57626641	57626486	57626626	57626962	57627128	1451	4,0	665,514	3,2	554,411	113	99	1	1.0	0.005,0.0	0.005,0.004	-0.002
1452	"ENSG00000182199.6"	"SHMT2"	chr12	+	57625993	57626358	57625993	57626075	57626486	57626641	1452	36,239	1,0	107,94	0,0	197	99	0.581835490392	1.0	0.948,1.0	1.0,1.0	-0.026
1453	"ENSG00000182199.6"	"SHMT2"	chr12	+	57625495	57625700	57625495	57625696	57625993	57626075	1453	0,1	120,1117	0,0	453,472	102	99	1	1.0	0.0,0.001	0.0,0.0	0.001
1454	"ENSG00000086065.9"	"CHMP5"	chr9	+	33264939	33265167	33264939	33265145	33266007	33266112	1454	5,2	195,132	5,3	166,120	120	99	0.62781995859	1.0	0.021,0.012	0.024,0.02	-0.005
1455	"ENSG00000180900.12"	"SCRIB"	chr8	-	144887103	144887184	144887124	144887184	144886737	144886995	1455	60,51	7,11	51,32	9,4	119	99	0.877713234106	1.0	0.877,0.794	0.825,0.869	-0.011
1456	"ENSG00000180900.12"	"SCRIB"	chr8	-	144877589	144877700	144877594	144877700	144877446	144877503	1456	32,55	1,1	3,6	0,0	103	99	1	1.0	0.969,0.981	1.0,1.0	-0.025
1458	"ENSG00000132182.7"	"NUP210"	chr3	-	13418955	13419037	13418983	13419037	13417790	13417931	1458	146,240	0,1	25,21	0,0	126	99	0.283229633384	1.0	1.0,0.995	1.0,1.0	-0.002
145	"ENSG00000254505.4"	"CHMP4A"	chr14	-	24680616	24680798	24680620	24680798	24679859	24679974	145	3,14	105,96	6,4	111,86	102	99	0.284633487161	1.0	0.027,0.124	0.05,0.043	0.029
1460	"ENSG00000132182.7"	"NUP210"	chr3	-	13401769	13401991	13401777	13401991	13399721	13399895	1460	169,162	0,0	126,93	1,0	106	99	1	1.0	1.0,1.0	0.992,1.0	0.004
1461	"ENSG00000132182.7"	"NUP210"	chr3	-	13386327	13386475	13386360	13386475	13384674	13384803	1461	0,5	0,0	1,1	1,1	131	99	1	1.0	NA,1.0	0.43,0.43	0.57
1464	"ENSG00000198740.4"	"ZNF652"	chr17	-	47394187	47395345	47394727	47395345	47390059	47390207	1464	8,8	6,3	4,4	3,3	197	99	0.611650101047	1.0	0.401,0.573	0.401,0.401	0.086
1465	"ENSG00000105379.5"	"ETFB"	chr19	-	51856385	51856544	51856504	51856544	51850153	51850312	1465	0,3	0,11	0,0	3,2	197	99	1	1.0	NA,0.121	0.0,0.0	0.121
1466	"ENSG00000196123.8"	"KIAA0895L"	chr16	-	67215460	67215600	67215492	67215600	67213943	67214569	1466	5,8	0,0	10,6	1,1	130	99	1	1.0	1.0,1.0	0.884,0.82	0.148
