ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1819	"ENSG00000088247.11"	"KHSRP"	chr19	-	6420083	6420155	6420432	6420482	6419213	6419271	6421288	6421328	1819	116,190	196,335	74,101	100,138	148	170	0.129755237917	1.0	0.405,0.394	0.459,0.457	-0.058
1820	"ENSG00000088247.11"	"KHSRP"	chr19	-	6420083	6420155	6420442	6420482	6419213	6419271	6421288	6421328	1820	107,174	196,335	14,16	20,22	138	170	0.256066910241	1.0	0.402,0.39	0.463,0.473	-0.072
1821	"ENSG00000091073.15"	"DTX2"	chr7	+	76099616	76099736	76106430	76106495	76092861	76093026	76109737	76110094	1821	0,1	2,6	1,1	3,2	197	163	0.428127227528	1.0	0.0,0.121	0.216,0.293	-0.194
1823	"ENSG00000159256.8"	"MORC3"	chr21	+	37721608	37721706	37728917	37729022	37717209	37717329	37732252	37732375	1823	30,38	24,72	39,36	50,44	196	197	0.936229793557	1.0	0.557,0.347	0.439,0.451	0.007
1825	"ENSG00000089060.7"	"SLC8B1"	chr12	-	113758135	113758303	113758654	113758712	113756768	113756876	113758860	113758913	1825	67,93	4,30	14,20	6,7	156	197	0.0763326523484	1.0	0.955,0.797	0.747,0.783	0.111
1835	"ENSG00000206562.7"	"METTL6"	chr3	-	15455527	15455669	15457004	15457090	15452836	15452944	15457278	15457449	1835	4,12	19,72	11,8	49,39	184	197	0.62530705915	1.0	0.184,0.151	0.194,0.18	-0.02
1836	"ENSG00000175691.8"	"ZNF77"	chr19	-	2936521	2936702	2939278	2939405	2933215	2934813	2944835	2944931	1836	5,14	6,12	3,3	3,5	197	197	0.653983015001	1.0	0.455,0.538	0.5,0.375	0.059
1838	"ENSG00000159593.10"	"NAE1"	chr16	-	66861362	66861467	66861837	66861980	66860579	66860683	66864749	66864879	1838	15,0	0,2	9,9	1,1	197	197	0.442215207763	1.0	1.0,0.0	0.9,0.9	-0.4
1839	"ENSG00000159593.10"	"NAE1"	chr16	-	66861362	66861467	66861882	66861980	66860579	66860683	66864749	66864879	1839	25,4	0,2	17,15	1,1	196	197	0.554059690159	1.0	1.0,0.668	0.945,0.938	-0.107
183	"ENSG00000185798.6"	"WDR53"	chr3	-	196287866	196288362	196293747	196294178	196281055	196281678	196295389	196295510	183	5,0	29,24	8,7	33,30	197	197	0.140609499644	1.0	0.147,0.0	0.195,0.189	-0.119
1840	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657864	10657929	10655632	10655806	10659579	10659710	1840	27,8	28,4	7,10	6,9	197	163	0.96653337507	1.0	0.444,0.623	0.491,0.479	0.048
1841	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657864	10657929	10659579	10659710	10657514	10657791	10662572	10662651	1841	10,0	44,11	5,5	17,23	163	197	0.466984358846	1.0	0.215,0.0	0.262,0.208	-0.128
1842	"ENSG00000103148.11"	"NPRL3"	chr16	-	162620	162774	169124	169254	150369	150507	180520	180590	1842	16,30	0,1	8,7	0,0	197	197	1	1.0	1.0,0.968	1.0,1.0	-0.016
1843	"ENSG00000103148.11"	"NPRL3"	chr16	-	162620	162774	169124	169254	150369	150507	188148	188344	1843	6,6	3,4	1,1	0,0	197	197	1	1.0	0.667,0.6	1.0,1.0	-0.367
1844	"ENSG00000103148.11"	"NPRL3"	chr16	-	167299	167374	169124	169254	162620	162774	180520	180590	1844	84,84	80,67	86,55	60,43	197	173	0.380420449354	1.0	0.48,0.524	0.557,0.529	-0.041
1846	"ENSG00000134851.8"	"TMEM165"	chr4	+	56284102	56284152	56284214	56284331	56283969	56284015	56290704	56290810	1846	176,18	10,8	112,102	18,12	148	197	0.856008729339	1.0	0.959,0.75	0.892,0.919	-0.051
1847	"ENSG00000134851.8"	"TMEM165"	chr4	+	56284099	56284152	56284214	56284331	56283969	56284015	56290704	56290810	1847	151,0	3,0	52,78	8,8	151	197	1	1.0	0.985,NA	0.895,0.927	0.074
1848	"ENSG00000106682.10"	"EIF4H"	chr7	+	73601940	73602128	73604002	73604067	73588574	73588772	73604151	73604248	1848	510,979	466,685	481,513	529,478	197	163	0.041269951393	1.0	0.475,0.542	0.429,0.47	0.059
1849	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652553	55652670	55653224	55653288	55652250	55652328	55656911	55656933	1849	174,182	521,406	170,116	487,362	162	197	0.31162360575	1.0	0.289,0.353	0.298,0.28	0.032
184	"ENSG00000185842.10"	"DNAH14"	chr1	+	225231587	225231685	225237911	225238078	225231445	225231491	225239152	225239497	184	3,0	6,0	2,2	3,2	196	197	1	1.0	0.334,NA	0.401,0.501	-0.117
1850	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652553	55652670	55653224	55653425	55652250	55652328	55656911	55656933	1850	30,30	521,406	27,15	487,362	197	197	0.249103690644	1.0	0.054,0.069	0.053,0.04	0.015
1851	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652553	55652670	55653224	55653288	55649372	55649442	55656911	55656933	1851	177,150	6,6	133,100	7,5	162	197	0.406643734251	1.0	0.973,0.968	0.959,0.961	0.01
1852	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652553	55652670	55653224	55653425	55649328	55649442	55656911	55656933	1852	33,30	6,6	23,15	7,5	197	197	0.276836327874	1.0	0.846,0.833	0.767,0.75	0.081
1853	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652250	55652328	55652553	55652670	55649328	55649442	55653224	55653288	1853	287,259	1043,637	274,220	741,591	197	176	0.389416149509	1.0	0.197,0.266	0.248,0.25	-0.017
1854	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652250	55652328	55652553	55652705	55649328	55649442	55653224	55653259	1854	6,1	1028,585	2,1	682,582	197	176	1	1.0	0.005,0.002	0.003,0.002	0.001
1855	"ENSG00000105048.12"	"TNNT1"	chr19	-	55652250	55652280	55656911	55656933	55649328	55649442	55658048	55658075	1855	169,129	233,210	149,99	186,125	120	128	0.255850339152	1.0	0.436,0.396	0.461,0.458	-0.043
1856	"ENSG00000105048.12"	"TNNT1"	chr19	-	55656911	55656933	55657812	55657834	55653224	55653288	55658048	55658075	1856	13,16	303,275	12,7	280,197	120	120	0.519915782219	1.0	0.041,0.055	0.041,0.034	0.01
1857	"ENSG00000111554.10"	"MDM1"	chr12	-	68719220	68719355	68720436	68720801	68716852	68717020	68724886	68725001	1857	22,28	4,18	25,21	8,6	197	197	0.603946121511	1.0	0.846,0.609	0.758,0.778	-0.04
1859	"ENSG00000100528.7"	"CNIH1"	chr14	-	54896965	54897122	54898825	54898938	54893653	54894559	54903086	54903155	1859	175,126	22,14	115,108	15,12	197	197	0.934174279884	1.0	0.888,0.9	0.885,0.9	0.001
1860	"ENSG00000111481.5"	"COPZ1"	chr12	+	54734246	54734399	54739243	54739299	54718912	54718965	54741550	54741628	1860	0,1	219,142	1,1	100,146	197	154	1	1.0	0.0,0.005	0.008,0.005	-0.004
1861	"ENSG00000111481.5"	"COPZ1"	chr12	+	54737008	54737100	54739243	54739299	54735989	54736071	54741550	54741628	1861	383,467	362,440	407,297	359,260	190	154	0.571326029923	1.0	0.462,0.462	0.479,0.481	-0.018
1862	"ENSG00000111481.5"	"COPZ1"	chr12	+	54718866	54718965	54724273	54724436	54694985	54695164	54734330	54734399	1862	491,148	0,0	341,311	1,0	197	197	1	1.0	1.0,1.0	0.997,1.0	0.002
1863	"ENSG00000111481.5"	"COPZ1"	chr12	+	54735989	54736071	54739243	54739299	54734330	54734399	54741550	54741628	1863	477,207	345,351	348,303	271,237	180	154	0.178047180356	1.0	0.542,0.335	0.524,0.522	-0.085
1864	"ENSG00000111481.5"	"COPZ1"	chr12	+	54735989	54736071	54739243	54739299	54718922	54718965	54741550	54741628	1864	21,6	234,172	6,6	132,158	180	154	0.26684506849	1.0	0.071,0.029	0.037,0.031	0.016
1867	"ENSG00000121716.14"	"PILRB"	chr7	+	99950619	99950746	99951542	99951635	99948874	99949033	99952765	99952863	1867	2,1	83,38	2,1	44,44	197	191	0.628755295614	1.0	0.023,0.025	0.042,0.022	-0.008
1868	"ENSG00000121716.14"	"PILRB"	chr7	+	99950995	99951106	99951517	99951635	99950832	99950893	99952765	99952863	1868	86,105	90,22	90,61	65,57	197	197	0.23768122969	1.0	0.489,0.827	0.581,0.517	0.109
1869	"ENSG00000116786.7"	"PLEKHM2"	chr1	+	16045032	16045120	16046228	16046415	16044387	16044487	16051811	16052040	1869	71,98	37,87	51,55	25,31	186	197	0.280923429589	1.0	0.67,0.544	0.684,0.653	-0.062
1870	"ENSG00000108654.7"	"DDX5"	chr17	-	62500339	62500436	62500794	62500960	62500100	62500234	62502193	62502407	1870	1726,1101	707,702	1253,1119	628,551	197	195	0.852018903088	1.0	0.707,0.608	0.664,0.668	-0.009
1871	"ENSG00000115966.12"	"ATF2"	chr2	-	175976295	175976382	175978721	175978836	175962171	175962321	175979417	175979596	1871	130,141	69,82	141,102	87,63	197	185	0.561812899839	1.0	0.639,0.618	0.603,0.603	0.026
1872	"ENSG00000115966.12"	"ATF2"	chr2	-	175979417	175979596	175982717	175982846	175976295	175976382	175982978	175983097	1872	110,189	2,2	107,79	1,1	197	197	0.804550426092	1.0	0.982,0.99	0.991,0.987	-0.003
1873	"ENSG00000047849.17"	"MAP4"	chr3	-	48028872	48028923	48035913	48036002	48019354	48019423	48040127	48040369	1873	2,0	0,0	0,0	1,1	187	149	1	1.0	1.0,NA	0.0,0.0	1.0
1874	"ENSG00000047849.17"	"MAP4"	chr3	-	47963254	47963368	47969717	47969840	47960208	47960331	48019354	48019423	1874	19,337	17,129	78,120	43,52	197	197	0.855342511928	1.0	0.528,0.723	0.645,0.698	-0.046
1875	"ENSG00000047849.17"	"MAP4"	chr3	-	48019354	48019423	48040127	48040369	47969717	47969840	48130262	48130769	1875	189,165	221,267	145,115	227,188	197	167	0.335369189003	1.0	0.42,0.344	0.351,0.341	0.036
1876	"ENSG00000047849.17"	"MAP4"	chr3	-	47960208	47960331	47963254	47963368	47957440	47958664	47969717	47969840	1876	239,332	184,165	284,216	206,152	197	197	0.379596721909	1.0	0.565,0.668	0.58,0.587	0.033
1877	"ENSG00000047849.17"	"MAP4"	chr3	-	47969717	47969840	48019354	48019423	47963254	47963368	48040127	48040369	1877	12,207	24,366	51,78	90,135	167	197	0.881776257751	1.0	0.371,0.4	0.401,0.405	-0.018
1879	"ENSG00000047849.17"	"MAP4"	chr3	-	47957440	47958664	47960208	47960331	47956306	47956429	47963254	47963368	1879	86,54	261,219	61,66	232,256	197	197	0.536394115449	1.0	0.248,0.198	0.208,0.205	0.017
187	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32224445	32224514	32228146	32228337	32217524	32217720	32232152	32237842	187	14,23	3,11	2,2	1,1	167	197	0.581277828305	1.0	0.846,0.712	0.702,0.702	0.077
1880	"ENSG00000047849.17"	"MAP4"	chr3	-	47957440	47958664	47960208	47960331	47918906	47919013	47963254	47963368	1880	2,87	1,14	64,46	11,9	197	197	0.917786301197	1.0	0.667,0.861	0.853,0.836	-0.081
1881	"ENSG00000047849.17"	"MAP4"	chr3	-	47908735	47908828	47910703	47910817	47898920	47899002	47912302	47912595	1881	478,153	166,152	337,286	124,112	197	191	0.154736776476	1.0	0.736,0.494	0.725,0.712	-0.103
1882	"ENSG00000145414.4"	"NAF1"	chr4	-	164054305	164054408	164058350	164058402	164049820	164050500	164061374	164061535	1882	49,62	13,27	42,38	19,20	150	197	0.29008157351	1.0	0.832,0.751	0.744,0.714	0.063
1883	"ENSG00000067704.8"	"IARS2"	chr1	+	220298578	220298681	220300091	220300185	220287655	220287816	220307743	220307852	1883	16,256	26,323	98,137	140,188	197	192	0.679548329034	1.0	0.375,0.436	0.406,0.415	-0.005
1884	"ENSG00000242485.1"	"MRPL20"	chr1	-	1337738	1337805	1337841	1337981	1337292	1337636	1341188	1341266	1884	20,31	7,8	22,14	10,5	197	165	0.444420874695	1.0	0.705,0.764	0.648,0.701	0.06
1885	"ENSG00000104626.10"	"ERI1"	chr8	+	8873831	8873915	8875806	8875916	8869051	8869262	8877859	8877974	1885	68,0	61,30	23,22	25,24	182	197	0.124165016183	1.0	0.547,0.0	0.499,0.498	-0.225
1886	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120552	29120911	29120964	29121112	29115382	29115473	29121230	29121355	1886	80,150	0,4	127,100	2,3	197	197	0.777402201694	1.0	1.0,0.974	0.984,0.971	0.009
1887	"ENSG00000183765.16"	"CHEK2"	chr22	-	29115382	29115473	29121230	29121355	29107896	29108005	29130390	29130709	1887	92,123	86,98	74,63	92,76	197	189	0.0529030815652	1.0	0.506,0.546	0.436,0.443	0.087
1888	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29107896	29108005	29121230	29121355	1888	33,101	0,4	76,60	2,2	197	136	0.94881992992	1.0	1.0,0.946	0.963,0.954	0.015
1889	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29115382	29115473	29121230	29121355	1889	53,171	0,5	125,98	1,1	197	136	0.391358564515	1.0	1.0,0.959	0.989,0.985	-0.007
188	"ENSG00000102858.8"	"MGRN1"	chr16	+	4723498	4723658	4730032	4730098	4718265	4718313	4731550	4731777	188	2,3	14,23	0,0	4,3	197	164	1	1.0	0.106,0.098	0.0,0.0	0.102
1890	"ENSG00000183765.16"	"CHEK2"	chr22	-	29099492	29099554	29105993	29106047	29095825	29095925	29107896	29108005	1890	26,30	75,93	27,22	94,67	152	160	0.723923000871	1.0	0.267,0.253	0.232,0.257	0.016
1891	"ENSG00000136758.14"	"YME1L1"	chr10	-	27403449	27403536	27404988	27405062	27399382	27401049	27405147	27405274	1891	29,461	44,694	116,154	168,215	172	185	0.694822159223	1.0	0.415,0.417	0.426,0.435	-0.015
1896	"ENSG00000115484.10"	"CCT4"	chr2	-	62107420	62107529	62110593	62110683	62106003	62106146	62112154	62112207	1896	224,344	871,761	302,248	861,675	188	197	0.775595989504	1.0	0.212,0.321	0.269,0.278	-0.007
1899	"ENSG00000013561.13"	"RNF14"	chr5	+	141354368	141354520	141357867	141358395	141353147	141353307	141359687	141359916	1899	117,129	131,164	120,89	143,114	197	197	0.862563510944	1.0	0.472,0.44	0.456,0.438	0.009
189	"ENSG00000197993.3"	"KEL"	chr7	-	142643293	142643404	142643726	142643903	142641729	142641828	142649595	142649725	189	4,0	116,31	4,4	61,81	197	197	0.328176423775	1.0	0.033,0.0	0.062,0.047	-0.038
18	"ENSG00000171163.11"	"ZNF692"	chr1	-	249150486	249150621	249150712	249150761	249149923	249150145	249151432	249151696	18	77,50	313,231	75,46	289,186	147	197	0.609791679288	1.0	0.248,0.225	0.258,0.249	-0.017
1900	"ENSG00000031698.8"	"SARS"	chr1	+	109778996	109779170	109779865	109779995	109778598	109778728	109780352	109780742	1900	2,0	474,817	0,0	491,486	197	197	1	1.0	0.004,0.0	0.0,0.0	0.002
1901	"ENSG00000031698.8"	"SARS"	chr1	+	109779012	109779170	109779865	109779995	109778598	109778728	109780352	109780770	1901	496,536	948,977	178,196	335,407	197	197	0.647381518344	1.0	0.343,0.354	0.347,0.325	0.013
1902	"ENSG00000130402.7"	"ACTN4"	chr19	+	39218585	39218666	39218955	39219021	39217596	39217743	39219635	39219794	1902	481,516	6,5	398,279	3,2	179	164	0.618294712145	1.0	0.987,0.99	0.992,0.992	-0.004
1903	"ENSG00000130402.7"	"ACTN4"	chr19	+	39196683	39196771	39196809	39196989	39195573	39195660	39198756	39198835	1903	753,101	0,1	417,361	1,0	186	197	1	1.0	1.0,0.991	0.998,1.0	-0.003
1907	"ENSG00000174371.12"	"EXO1"	chr1	+	242015593	242015713	242016659	242016774	242013710	242013888	242020646	242020784	1907	84,64	11,11	77,58	10,7	197	197	0.682391840777	1.0	0.884,0.853	0.885,0.892	-0.02
1908	"ENSG00000174371.12"	"EXO1"	chr1	+	242015593	242015713	242016659	242016783	242013710	242013888	242020646	242020784	1908	84,64	262,218	77,58	211,156	197	197	0.294992030547	1.0	0.243,0.227	0.267,0.271	-0.034
190	"ENSG00000197993.3"	"KEL"	chr7	-	142643364	142643404	142643726	142643903	142641729	142641828	142649595	142649725	190	3,0	11,4	4,4	7,9	197	138	0.315037143686	1.0	0.16,0.0	0.286,0.237	-0.181
1910	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94839079	94839317	94841715	94841848	94830247	94830380	94842297	94842370	1910	29,28	7,7	22,16	5,3	197	197	0.930983961699	1.0	0.806,0.8	0.815,0.842	-0.025
1911	"ENSG00000116793.11"	"PHTF1"	chr1	-	114255900	114256060	114267380	114267515	114254561	114254735	114269039	114269196	1911	44,46	52,60	61,44	50,37	197	197	0.0760281452858	1.0	0.458,0.434	0.55,0.543	-0.1
1912	"ENSG00000197746.9"	"PSAP"	chr10	-	73585593	73585650	73587770	73587893	73581632	73581764	73588633	73588834	1912	0,0	445,0	1,1	289,352	197	155	1	1.0	0.0,NA	0.003,0.002	-0.003
1913	"ENSG00000197746.9"	"PSAP"	chr10	-	73585593	73585650	73587770	73587914	73581632	73581764	73588633	73588834	1913	1317,839	926,755	1030,688	932,743	197	155	0.0497886566623	1.0	0.528,0.466	0.465,0.421	0.054
1915	"ENSG00000178295.10"	"GEN1"	chr2	+	17952262	17952365	17952462	17952554	17950004	17950078	17953900	17954051	1915	9,5	20,17	6,5	18,18	197	190	0.685586396178	1.0	0.303,0.221	0.243,0.211	0.035
1916	"ENSG00000178295.10"	"GEN1"	chr2	+	17950004	17950078	17952462	17952554	17947845	17947956	17953900	17954051	1916	0,36	0,10	19,23	7,9	172	190	1	1.0	NA,0.799	0.75,0.738	0.055
191	"ENSG00000116918.9"	"TSNAX"	chr1	+	231699210	231699375	231699423	231699454	231696873	231697001	231700273	231702270	191	6,8	0,0	7,7	1,0	197	129	1	1.0	1.0,1.0	0.821,1.0	0.09
1920	"ENSG00000085733.11"	"CTTN"	chr11	+	70266505	70266616	70267575	70267686	70265851	70265962	70269045	70269101	1920	331,338	156,161	365,307	158,130	197	197	0.47585669232	1.0	0.68,0.677	0.698,0.703	-0.022
1921	"ENSG00000085733.11"	"CTTN"	chr11	+	70266505	70266616	70267575	70267642	70265851	70265962	70269045	70269101	1921	247,115	4,1	202,254	1,1	197	165	0.199326687837	1.0	0.981,0.99	0.994,0.995	-0.009
1923	"ENSG00000085733.11"	"CTTN"	chr11	+	70269045	70269101	70271437	70271507	70266505	70266616	70275156	70275305	1923	26,33	93,127	28,29	116,125	154	168	0.587352535588	1.0	0.234,0.221	0.208,0.202	0.022
1925	"ENSG00000176978.9"	"DPP7"	chr9	-	140006563	140006682	140007404	140007571	140006392	140006481	140008316	140008480	1925	1,5	533,1053	1,1	105,143	197	197	0.800515271688	1.0	0.002,0.005	0.009,0.007	-0.005
1926	"ENSG00000176978.9"	"DPP7"	chr9	-	140007657	140007739	140007812	140007948	140007404	140007571	140008316	140008480	1926	5,17	48,263	22,15	186,135	197	180	0.13058226556	1.0	0.087,0.056	0.098,0.092	-0.024
192	"ENSG00000047410.9"	"TPR"	chr1	-	186294928	186294986	186295235	186295367	186292817	186293002	186296591	186296792	192	186,0	1,3	104,155	1,2	197	156	0.184981885933	1.0	0.993,0.0	0.988,0.984	-0.489
1930	"ENSG00000188002.6"	"RP11-43F13.1"	chr5	-	1630523	1630681	1632758	1632866	1628869	1629745	1632959	1633021	1930	48,31	12,5	45,32	8,6	197	197	0.708838924103	1.0	0.8,0.861	0.849,0.842	-0.015
1931	"ENSG00000188002.6"	"RP11-43F13.1"	chr5	-	1630523	1630681	1632758	1632879	1628869	1629745	1632959	1633021	1931	16,33	3,12	19,19	5,5	197	197	0.82103067737	1.0	0.842,0.733	0.792,0.792	-0.005
1932	"ENSG00000087903.8"	"RFX2"	chr19	-	6042054	6042134	6044203	6044293	6039990	6040252	6047417	6047515	1932	10,4	25,32	5,4	27,18	188	178	0.800254204308	1.0	0.275,0.106	0.149,0.174	0.029
1933	"ENSG00000010803.12"	"SCMH1"	chr1	-	41617285	41617356	41625396	41625605	41608549	41608784	41626546	41626570	1933	32,8	65,53	15,10	56,39	197	169	0.67557355966	1.0	0.297,0.115	0.187,0.18	0.022
1934	"ENSG00000010803.12"	"SCMH1"	chr1	-	41618270	41618413	41625396	41625605	41617285	41617356	41626546	41626570	1934	16,5	15,10	11,7	17,11	197	197	0.605388281911	1.0	0.516,0.333	0.393,0.389	0.033
1935	"ENSG00000010803.12"	"SCMH1"	chr1	-	41540890	41541123	41578954	41579198	41536266	41536393	41582593	41582682	1935	43,0	97,10	22,28	40,55	197	197	0.279431847322	1.0	0.307,0.0	0.355,0.337	-0.192
1936	"ENSG00000106266.4"	"SNX8"	chr7	-	2314746	2314864	2317734	2317940	2311484	2311606	2353962	2354099	1936	9,17	8,32	1,2	3,5	197	197	0.70412566524	1.0	0.529,0.347	0.25,0.286	0.17
1937	"ENSG00000160218.8"	"TRAPPC10"	chr21	+	45506682	45506841	45507584	45507623	45502668	45503183	45507702	45507809	1937	4,2	0,1	1,1	0,0	197	137	1	1.0	1.0,0.582	1.0,1.0	-0.209
1942	"ENSG00000173473.6"	"SMARCC1"	chr3	-	47712147	47712207	47716964	47717078	47703823	47704082	47718118	47718272	1942	144,224	170,242	150,118	205,161	197	158	0.19097786277	1.0	0.405,0.426	0.37,0.37	0.045
1943	"ENSG00000173473.6"	"SMARCC1"	chr3	-	47703823	47704082	47712147	47712207	47702783	47702945	47716964	47717078	1943	84,121	167,136	78,75	111,113	158	197	0.941616272851	1.0	0.385,0.526	0.467,0.453	-0.005
1945	"ENSG00000088298.8"	"EDEM2"	chr20	-	33719444	33719586	33725682	33725808	33714053	33714178	33730175	33730281	1945	10,9	12,24	10,7	13,11	197	197	0.573158318339	1.0	0.455,0.273	0.435,0.389	-0.048
1947	"ENSG00000141030.8"	"COPS3"	chr17	-	17152239	17152353	17158172	17158259	17150793	17150874	17163614	17163788	1947	91,105	117,192	52,64	66,87	185	197	0.39608096794	1.0	0.453,0.368	0.456,0.439	-0.037
1948	"ENSG00000141030.8"	"COPS3"	chr17	-	17165279	17165420	17168115	17168295	17163614	17163788	17171198	17171291	1948	57,284	73,322	184,178	213,190	197	197	0.720714823221	1.0	0.438,0.469	0.463,0.484	-0.02
1949	"ENSG00000141030.8"	"COPS3"	chr17	-	17158172	17158259	17163614	17163788	17152239	17152353	17165279	17165420	1949	218,279	260,298	248,192	268,220	197	185	0.922776893961	1.0	0.441,0.468	0.465,0.45	-0.003
194	"ENSG00000047410.9"	"TPR"	chr1	-	186325417	186325581	186325778	186325871	186324766	186324900	186326528	186326755	194	2,0	203,332	1,0	176,209	191	197	1	1.0	0.01,0.0	0.006,0.0	0.002
1950	"ENSG00000141030.8"	"COPS3"	chr17	-	17163614	17163788	17165279	17165420	17158172	17158259	17168115	17168295	1950	43,209	47,168	134,116	125,119	197	197	0.563168902655	1.0	0.478,0.554	0.517,0.494	0.01
1951	"ENSG00000107521.14"	"HPS1"	chr10	-	100190887	100191048	100193739	100193848	100190327	100190427	100195391	100195529	1951	3,10	50,116	1,1	4,7	197	197	0.0937552237639	1.0	0.057,0.079	0.2,0.125	-0.095
1953	"ENSG00000128294.11"	"TPST2"	chr22	-	26943465	26943584	26984952	26985158	26940569	26940641	26986016	26986089	1953	0,3	2,4	0,0	3,3	197	197	1	1.0	0.0,0.429	0.0,0.0	0.214
1955	"ENSG00000128294.11"	"TPST2"	chr22	-	26943465	26943584	26979902	26979994	26940569	26940641	26986016	26986089	1955	0,2	0,4	0,1	1,2	190	197	1	1.0	NA,0.341	0.0,0.341	0.171
1959	"ENSG00000230850.3"	"RP11-782C8.1"	chr1	+	143188828	143189024	143220633	143220721	143119060	143119119	143231293	143231561	1959	0,1	1,1	0,0	1,1	197	186	1	1.0	0.0,0.486	0.0,0.0	0.243
1961	"ENSG00000175224.12"	"ATG13"	chr11	+	46642591	46642707	46651594	46651650	46639874	46639925	46665828	46665910	1961	0,2	55,59	1,1	53,42	197	154	0.816293198523	1.0	0.0,0.026	0.015,0.018	-0.004
1964	"ENSG00000175224.12"	"ATG13"	chr11	+	46686932	46687069	46689322	46689437	46680941	46681035	46690048	46690126	1964	74,34	47,0	48,33	32,23	197	197	0.0561165989349	1.0	0.612,1.0	0.6,0.589	0.212
1965	"ENSG00000175224.12"	"ATG13"	chr11	+	46639809	46639925	46642591	46642707	46639106	46639440	46665828	46665910	1965	16,13	0,1	14,10	1,1	197	197	0.573075117429	1.0	1.0,0.929	0.933,0.909	0.043
1966	"ENSG00000175224.12"	"ATG13"	chr11	+	46642609	46642707	46651594	46651650	46639874	46639925	46665828	46665910	1966	0,1	55,58	1,1	52,43	196	154	0.558952441041	1.0	0.0,0.013	0.015,0.018	-0.01
1967	"ENSG00000113391.12"	"FAM172A"	chr5	-	93217175	93217394	93294481	93294673	93159853	93159973	93300162	93300228	1967	0,13	0,0	2,3	1,1	197	197	1	1.0	NA,1.0	0.667,0.75	0.291
1968	"ENSG00000165501.12"	"LRR1"	chr14	+	50070269	50070336	50074117	50074839	50069087	50069186	50080973	50081389	1968	4,8	54,42	4,5	19,22	165	197	0.237773872597	1.0	0.081,0.185	0.201,0.213	-0.074
1969	"ENSG00000130695.9"	"CEP85"	chr1	+	26598511	26598562	26601454	26601562	26597504	26597598	26603025	26603251	1969	186,171	201,174	143,115	147,113	149	197	0.790175834567	1.0	0.55,0.565	0.563,0.574	-0.011
196	"ENSG00000135365.11"	"PHF21A"	chr11	-	45967390	45967554	45967626	45967649	45959707	45959863	45970436	45970497	196	5,2	169,197	4,2	189,120	121	197	0.927535815053	1.0	0.046,0.016	0.033,0.026	0.002
1971	"ENSG00000138757.10"	"G3BP2"	chr4	-	76582740	76582914	76582984	76583077	76582156	76582198	76584026	76584108	1971	0,1	127,130	1,1	120,162	191	197	1	1.0	0.0,0.008	0.009,0.006	-0.003
1973	"ENSG00000132680.6"	"KIAA0907"	chr1	-	155895422	155895634	155896466	155896630	155893417	155893478	155896894	155896947	1973	245,383	27,42	139,162	17,17	197	197	0.852589704573	1.0	0.901,0.901	0.891,0.905	0.003
1974	"ENSG00000132680.6"	"KIAA0907"	chr1	-	155895422	155895634	155896466	155896654	155893417	155893478	155896894	155896947	1974	1,1	27,42	0,0	15,16	197	197	0.394519116034	1.0	0.036,0.023	0.0,0.0	0.029
1975	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1250899	1250998	1254451	1254904	1250203	1250342	1256375	1256473	1975	1,0	2,3	1,1	2,2	197	197	0.753408042011	1.0	0.333,0.0	0.333,0.333	-0.167
1976	"ENSG00000160753.11"	"RUSC1"	chr1	+	155295357	155295463	155295654	155295701	155295106	155295281	155296688	155296923	1976	63,99	4,6	3,5	0,1	197	145	0.109125991196	1.0	0.921,0.924	1.0,0.786	0.03
1977	"ENSG00000261771.1"	"DYX1C1-CCPG1"	chr15	-	55651736	55653142	55657385	55657507	55647445	55648607	55663990	55664242	1977	56,99	14,37	74,60	21,14	197	197	0.438803238214	1.0	0.8,0.728	0.779,0.811	-0.031
1978	"ENSG00000137312.10"	"FLOT1"	chr6	-	30709438	30709481	30709568	30709644	30708966	30709110	30709923	30709980	1978	218,257	1,0	200,141	3,1	174	141	0.192763890868	1.0	0.994,1.0	0.982,0.991	0.011
1979	"ENSG00000137312.10"	"FLOT1"	chr6	-	30709390	30709481	30709568	30709644	30708966	30709110	30709923	30709980	1979	218,257	356,186	200,141	239,181	174	189	0.629569733778	1.0	0.399,0.6	0.476,0.458	0.033
